,screen_name,followers,friends,description,tweets
60,sander0290,45,59,"💾🧲♟⚠️
I'm a well informed, well educated young man with a mature soul, capable of critical thinking, who can't be bought. The ruling elite doesn't like that.",5381
61,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
62,edkloosterhuis,1354,770,"Co2 is GEEN bron klimaatverandering; CFD trading
Wat GIJ niet wilt dat U geschiedt, dat doet U ook een ander niet.
Ex ZZP Consultant Beleggingsadm&ICT",156165
63,MartindeJong62,262,372,"In naam van Oranje, doe open de poort.......Oranje Blanje Bleu. Plakkaat van verlatinghe, 26 Juli 1581",17275
64,Gerrypoes,1084,763,#iksteunonzeboeren,63427
65,ietjefietje,292,438,,49656
66,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
67,arjentikt,224,274,"Me on Parler: @QueueFM 

Tip: https://t.co/3QWH8ZBAVB

What confuses a person is not the facts, but the twisting of them.

WWG1",2701
68,RecordCamp,10,68,Things and Stuff,262
69,Kunashir1963,245,185,Een leven op zee verklaart een hoop. En stampot is duurzaam!,37685
70,NederlandFirst,140,135,Gezond boerenverstand. Dat missen we in Nederland!!,21081
71,DeprakChopra,139,36,"Enlightened Pope,Writer,Philosopher,Composer,Artist,Billionaire,
Against our Wage Slavery Society!
https://t.co/DZYof8upix",10520
72,de_yko,410,324,,42173
73,GPPhilosopher,170,268,Not making normal what is not normal. Nurture and defend our free democratic constitutional state. Only that offers protection against arbitrariness and madness,32360
74,KeesvdPijl1,5664,197,"Dutch political economist, Lecturer U of Amsterdam, Professor U of Sussex, retired 2012. Author, peace and democracy activist.",7156
75,Rikokokoko,147,183,Motard qui adore périgrigner avec passagère en Bretagne et ailleurs ! Même sur le Web #GwennHaDu  🤔😎🤗😇  😁😉,6823
76,maestraroos,1323,2929,,162073
77,de_yko,410,324,,42173
78,nicoaarsbergen,276,930,Geboren Rotterdammer. Gepensioneerd belangenbehartiger voor de ANWB o.a. in de Tweede Kamer. Anglofiel. Liberaal. Fan van Armin van Buuren.,4933
79,HendriksHenk123,15,76,,951
80,Tinka41937034,2,18,"geboren in 's Gravenhage.

hobby's
fotograferen
schilderen
wandelen",26
81,JPattje,29,65,,2317
82,susket46627052,349,391,"Vrouw, moeder , oma, rebel with a cause
Hou van mensen die recht door zee zijn en duidelijk",5698
83,alex_grunn,868,736,"-Kapitein Limoen, 222ste divisie burgertroepen. ☀️
-222ste streeft naar positiviteit.
-Zet die spuit NIET!",4099
84,runsport2000,136,2360,"Male b.1961-1962 vegetable 2cycle https://t.co/m1HdtJttW1 Historian
https://t.co/Il5Wmugsdw d-_-b Psychology https://t.co/m2DpxUJ3BX
1234567890",6378
85,Bob36783646,521,829,Wie de bal kaatst..,11242
86,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
87,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
88,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
89,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
90,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
91,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
92,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
93,Marcel_Boelen,21,97,A link to the (sick) elite manifesto for social engineering humanity into servitude & obedience is found in my profile.....A must (to) read....,596
94,sjaan_dark,236,409,"Sovereign soul 
#AreYouAwakeYet",6073
95,Meggy_Mae,882,809,"huisarts, LAT, 3 tieners, 2 katten, 2 bonuskatten. Looking for the beauty in life. Sinds kort trots lid van de #PaniekTrutClub 😆",2053
96,Petralala3,87,1778,"Vrouw, 52 moeder van 2, pragmatisch denker, fan van non-dualiteit, rebels, polyamoureus. Hoofd, hart en handen. Alles wat je aandacht geeft groeit.",2176
97,wiel75,837,867,"Voorstander om de EU weer naar het niveau van de EEG te brengen, ex militair nu post-actief. 
Tweets zijn op persoonlijke titel.!!!",20694
98,Johan_Michiel,347,220,Solopoly; Kundalini Tantra; Funding Blockchain Projects; Free-source Freak; That what I tweet doesn't always cover my opinion. Discuss it! #sheepnomore,13404
99,Johan_Michiel,347,220,Solopoly; Kundalini Tantra; Funding Blockchain Projects; Free-source Freak; That what I tweet doesn't always cover my opinion. Discuss it! #sheepnomore,13404
100,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
101,Johan_Michiel,347,220,Solopoly; Kundalini Tantra; Funding Blockchain Projects; Free-source Freak; That what I tweet doesn't always cover my opinion. Discuss it! #sheepnomore,13404
102,Vliegenmepper2,66,218,"Mept graag op politieke strontvliegen, (uitzuig)muggen, politiek correcte vliegen, klimaatlibellen, en alles wat verder irritant zoemt, bijt en steekt.",1308
103,1_Vagabond,1542,443,"PVV of FVD om onze  democratie,welvaart en veiligheid te redden.Hou van Europa en haat EUSSR.Tegen islamisering. MSM=vergif voor de massa.Massaremigratie.NEXIT",356704
104,ietjefietje,292,438,,49656
105,Krabbekopje,103,428,De wereld op z’n KOP. #atheïst ik geloof in het Gebr. Grimmisme. ja die van het grote sprookjesboek. #hashtag,2228
106,MaenenL,40,384,,2348
107,JackMarsman,5356,3910,"Onafhankelijk, ongenuanceerd, altijd op zoek naar de waarheid. Tweet in English, Dutch, Spanish, Italian and Russian. Trotse blanke racist.",403354
108,ZigZag11609659,89,579,"Freedom, Value/Trend, Crypto, (Complot-)Thinker",2360
109,MaenenL,40,384,,2348
110,_AyeAyeCaptain_,390,359,,2110
111,MaenenL,40,384,,2348
112,SendItTo,44,31,"Ik heb een eigen mening, reageer af toe. Lees veel, tweet & retweet alleen wat opvallend is. Neem niks aan als waaheid, doe zélf onderzoek. 2020 is KUT.",1971
113,francszzz,33,86,"Opgericht in1492, een persoon met een aparte denkwijze.",1216
114,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
115,BlueRisingStar,539,708,Sta op voor vrijheid!!🇳🇱 Trots FvD lid🇳🇱 NEXIT🇳🇱 Trump2020🇺🇲 #TeamThierry✊🏻,1967
116,17_maart_2021,21,0,"Al twee accounts opgeschort en vergrendeld door die vieze fascisten, 
maar ik geef niet op.
Ras of religie is niet relevant, wel gezond verstand.",690
117,Xenderman4,3,29,Anonieme lafbek die anonieme lafbekken aanpakt. Heeft er veel lol mee.,721
118,Xenderman4,3,29,Anonieme lafbek die anonieme lafbekken aanpakt. Heeft er veel lol mee.,721
119,francszzz,33,86,"Opgericht in1492, een persoon met een aparte denkwijze.",1216
120,BlueRisingStar,539,708,Sta op voor vrijheid!!🇳🇱 Trots FvD lid🇳🇱 NEXIT🇳🇱 Trump2020🇺🇲 #TeamThierry✊🏻,1967
121,ilse67,232,337,,4836
122,Xenderman4,3,29,Anonieme lafbek die anonieme lafbekken aanpakt. Heeft er veel lol mee.,721
123,francszzz,33,86,"Opgericht in1492, een persoon met een aparte denkwijze.",1216
124,Xenderman4,3,29,Anonieme lafbek die anonieme lafbekken aanpakt. Heeft er veel lol mee.,721
125,francszzz,33,86,"Opgericht in1492, een persoon met een aparte denkwijze.",1216
126,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
127,Xenderman4,3,29,Anonieme lafbek die anonieme lafbekken aanpakt. Heeft er veel lol mee.,721
128,Xenderman4,3,29,Anonieme lafbek die anonieme lafbekken aanpakt. Heeft er veel lol mee.,721
129,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
130,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
131,francszzz,33,86,"Opgericht in1492, een persoon met een aparte denkwijze.",1216
132,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
133,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
134,turbomeisje,45,114,"Gamen, sporten, dansen💃",368
135,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
136,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
137,kareldoorn1,47,91,,6633
138,Wb70700590,15,32,,294
139,MaenenL,40,384,,2348
140,_AyeAyeCaptain_,390,359,,2110
141,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
142,MaenenL,40,384,,2348
143,Geleiding,442,1584,"Astroloog, Kunstliefhebber vooral realistische schilderkunst, vegetarisch, Positief ingesteld.",8281
144,55Spotgaai,863,534,"Zeeuws Mokkel met een grote waffel, haat onrechtvaardigheid, leugenaars, en geldwolven.",46829
145,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
146,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
147,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
148,mijntwiets,185,157,Ik ben niet links niet rechts maar eet van alle walletjes mee,9474
149,Stingrid74,49,93,‘Blind belief in authority is the greatest enemy of truth’,264
150,MaenenL,40,384,,2348
151,truusjegrover,158,424,"Hé ain’t heavy , he’s my br⭕️ther. ...💪🏼#wezijnjulliespuugzat 👊🏼",11041
152,MaenenL,40,384,,2348
153,artsJannes,451,337,Kritisch arts. bigregistratie 29022117701. ex huisarts. Voorzitter stichting 'https://t.co/VV4Pw9hJHr'  Schrijver van https://t.co/dWwlr1QC7i,6025
154,dvwblog,450,1895,"Kritisch over misbruik (milieu)wetenschap, EU, MSM. Skepsis en humor zijn deugden. Gulzig onderzoeker, (zee)zeiler, blogger en nog e.e.a.",5045
155,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
156,cynthiacomptess,808,826,"“Al een hele tijd heeft het volk de macht afgestaan. Nu beperkt het volk zichzelf en hoopt alleen nog op twee zaken: brood en spelen.""",16059
157,TuijlWim,556,399,,73741
158,FrijtersPaul,979,56,(Visiting) Professor of Wellbeing Economics at the LSE. Governments should maximise the expected WELLBYs of their population.,394
159,MaenenL,40,384,,2348
160,AukinaDokter,229,1272,,25940
161,MaenenL,40,384,,2348
162,IJgenweiz,731,767,Muzikant en programmeur.,59564
163,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
164,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
165,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
166,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
167,RudolfH13535316,978,1017,#ChildLivesMatter TRUMP !2020 Gezond verstand ! #saneerdeNPO  COVID19  IS EEN LEUGEN . NEE TEGEN VACCIN #laatjeniettesten,52116
168,RudolfH13535316,978,1017,#ChildLivesMatter TRUMP !2020 Gezond verstand ! #saneerdeNPO  COVID19  IS EEN LEUGEN . NEE TEGEN VACCIN #laatjeniettesten,52116
169,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
170,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
171,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
172,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
173,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
174,har36161137,115,119,Uhmmm,15688
175,Opinieleader,2362,344,"Verandering noodzaak in NL. Politiek onthecht van bevolking! Posts over thema's die U direct raken; samenleving, politiek, economie, juridisch. Ook op Parler nú",55064
176,NAA0987654321,1447,2105,"traveler, bon vivant, FvD member, not left not right, Pro Israël 🇮🇱 ✡, Pro Trump Power MAGA2020🇺🇸Wherever I Lay My Hat (That's My Home)",19474
177,MarcoWelker1,17,82,,1019
178,MaenenL,40,384,,2348
179,hemisync1,137,515,"Cryptocurrency analist, investor and BSV miner. $alexoscar",517
180,MaenenL,40,384,,2348
181,Petralala3,87,1778,"Vrouw, 52 moeder van 2, pragmatisch denker, fan van non-dualiteit, rebels, polyamoureus. Hoofd, hart en handen. Alles wat je aandacht geeft groeit.",2176
182,Bob36783646,521,829,Wie de bal kaatst..,11242
183,BobRooij,42,133,An open mind is a joy forever...,485
184,MegaSponsor,1486,1481,Unlimited daily 4 healing sessions: https://t.co/47KCBgVLOf,9561
185,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
186,Dirku51,85,118,,9678
187,QNL2020,228,163,"compleetdenker, oneindig bewustzijn, orthomoleculair, systeemgeneeskunde en The Matrix we live in.",2958
188,kroon125,127,373,"Geblokt door @geertwilderspvv

@Kroon126 is mijn 2e account voor als ik wordt geblokkeerd door Twitter..",16165
189,blueeyes_micky,4,19,"""If a law is unjust, a man is not only right to disobey it, he is obligated to do so.""",272
190,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
191,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
192,Xenderman4,3,29,Anonieme lafbek die anonieme lafbekken aanpakt. Heeft er veel lol mee.,721
193,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
194,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
195,fortoranjenieuw,144,128,FortOranjeNieuws is een nieuwsservice gericht op kritische waarheidsvinding in de berichtgeving over avonturen op Camping Fort Oranje. Speaking Truth to Power.,4271
196,SQueerdenker,131,383,,1008
197,LJL_Live,16,47,A-Buiten ⭕utd⭕⭕rfan,1232
198,Bob36783646,521,829,Wie de bal kaatst..,11242
199,Gerard_Rafzerk,15,86,WAKE the fūck UP!,199
200,TweetVaccinvrij,352,12,"Dit is het officiële twitteraccount van de Stichting Vaccinvrij, opgezet voor transparante informatie en het behoud van een vrije vaccinatiekeuze.",137
201,MartinOpjeRadio,403,821,,21277
202,NikkiRadjinie,1169,1264,"Warm hart, koele geest.😎 HindoeKaasje FashionIllustrator & Modemaker #LessonsOfLife Gratis & voor Niets; mijn Ongezouten mening",34407
203,FSheople,1,20,,24
204,kleinverzet,1205,1377,Militant christian. Dutch patriot. Nationaal gereformeerd. I retweet stuff I think you should know. The Father is my Shepherd. Johannes Post is mijn held.,51164
205,Libelnl,40,132,"O.a. The Gritmoaners, Ruigoord Rebels, CD Louter, Soms met Gerrit vd Spaan, Paul Nassenstein, Houdt van Knst, cultr, drn, mnsen. Oh ja muziek!",95
206,FjRoebersen,1482,4959,,28654
207,maup30847511,60,89,"You never change things by fighting the existing reality. To change something, build a new model that makes the existing model obsolete – BUCKY FULLER",2786
208,Edvdijk,745,880,Levensgenieter | altijd opgewekt | stamt nog net uit de fifties | Iedereen heeft recht op mijn mening | BBQ |  | Retweet = eens | Atoomstroom,62251
209,PossiblyWim,174,259,"Same account on Parler, just in case 😇😉.  Allergic to TDS and other biased gibberish. Realize: LIFE IS A HOAX",23202
210,1_Vagabond,1542,443,"PVV of FVD om onze  democratie,welvaart en veiligheid te redden.Hou van Europa en haat EUSSR.Tegen islamisering. MSM=vergif voor de massa.Massaremigratie.NEXIT",356704
211,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
212,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
213,ArjanMuyen,48,176,What you see depends on your perspective. In other words: How you look determines what you see.,529
214,Jk30072636,291,562,Deugniet voelt zich 100% NL ondanks migratieachtergrond. Doet iets met elektriciteit als beroep,6946
215,DerksPascal,13,44,"“Het leven is wat je er zelf van maakt, angst is de slechtste raadgever”",152
216,FolgoreFidelis,395,842,"ik schreef aan de hel met: als ik sterf , hebben jullie plek voor me? het antwoord was: Sorry we hebben al genoeg problemen",3567
217,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
218,Aethonaia,3703,4775,"Unfortunately MSM have developed into a political operative. If we cannot depend on journalistic ethics, the nation's in trouble. RT = No Endorsement",214961
219,EGO_Jakob,1075,4871,"House Of Jakob-Righteousness Jakob ladder The Dream Ave To Regard/Establish Self-Reality
Home Is Where Love Is, @ Inner Jerusalem. King Of Your Castle",7575
220,HansMauritz1,47,29,,846
221,NicoStrien,1,13,,25
222,ManfredFranken,201,672,Zeker niet links en niet extreem rechts MAAR wel extreem Rechtvaardig+Objectief  Elke dag Goede daad verrichten Mantelzorger was 11 j Manager Neckermann reizen,2748
223,ManfredFranken,201,672,Zeker niet links en niet extreem rechts MAAR wel extreem Rechtvaardig+Objectief  Elke dag Goede daad verrichten Mantelzorger was 11 j Manager Neckermann reizen,2748
224,fruitboer1,113,254,fruitboer,3309
225,TimonLeeuw,38,64,Biologist 🎼💦🌶,1301
226,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
227,NicoStrien,1,13,,25
228,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
229,__mOJOm_,139,221,"Tweet, Tweet....  Tweet, Tweet... Mijn muts is nat maar het regent niet.",5406
230,MarjavanCaem,707,76,,153891
231,Remko_Lie,21,91,"There is no separation, there is only one.",342
232,JBredenbeek,825,380,Natuurliefhebber in Noordwest Overijssel,18021
233,C68001811,560,759,"Kom op voor gezondere wereld,  zonder onderdrukking",29948
234,Monique78432829,24,41,,1269
235,totalBPM,49,93,,4167
236,liacoach,782,1014,#ikdoewelmee #blijfthuis #teamsheep,18582
237,NDikkeboom,686,199,Allergisch voor onzin en onrecht,6247
238,GrootRatel,489,1134,"SUBSCRIBE && HIT the THUMBS UP #farm #homestead #MAGA #KAG - Groot Ratel, Join us John & Jane in our journey to KEEP FARM Great, USA. Q Infowars V4CR Trump2020",19837
239,realTischlerGum,15,108,"Father, Economist, Christian, Army Officer",2086
240,susket46627052,349,391,"Vrouw, moeder , oma, rebel with a cause
Hou van mensen die recht door zee zijn en duidelijk",5698
241,Sunlioness1,118,210,"Writer, Researcher, Research (Not MSM!) Journalist, Qigong, Meditation, Simple Permaculture Lifestyle. #livingNOTlockdown",2448
242,wiel75,837,867,"Voorstander om de EU weer naar het niveau van de EEG te brengen, ex militair nu post-actief. 
Tweets zijn op persoonlijke titel.!!!",20694
243,TuijlWim,556,399,,73741
244,TuijlWim,556,399,,73741
245,fortoranjenieuw,144,128,FortOranjeNieuws is een nieuwsservice gericht op kritische waarheidsvinding in de berichtgeving over avonturen op Camping Fort Oranje. Speaking Truth to Power.,4271
246,ArjanMuyen,48,176,What you see depends on your perspective. In other words: How you look determines what you see.,529
247,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
248,RecordCamp,10,68,Things and Stuff,262
249,Sunlioness1,118,210,"Writer, Researcher, Research (Not MSM!) Journalist, Qigong, Meditation, Simple Permaculture Lifestyle. #livingNOTlockdown",2448
250,R1979SvB,55,196,,616
251,DamndItsGood,415,331,"Beroeps provocateurs worden resoluut geblokkeerd.
Niet bang voor de dood, wel voor doodgaan.
#ikblijfnietthuis
#JeSuisPowNed",33118
252,FjRoebersen,1482,4959,,28654
253,Sunlioness1,118,210,"Writer, Researcher, Research (Not MSM!) Journalist, Qigong, Meditation, Simple Permaculture Lifestyle. #livingNOTlockdown",2448
254,MarjoVrij,4361,4740,"Tegen: indoctrinatie van links, de MSM, GL., VVD, D66, CDA en CU. EU, WHO, NWO en VN.  Nationalist! , parler @MarjoVrij   AQUARIUS. Beeldend kunstenaar.",15375
