id,created_at,text
1336370198601936901,2020-12-08 18:00:58,RT @goddeketal: Hier seht ihr ein interaktives Dashboard bzgl. des Begutachtungsprozesses der Corman-Drosten-Publikation zum PCR Testverahr…
1336364726717124610,2020-12-08 17:39:13,"De nieuw 'wijzen' uit het Oosten...

#vaccinatieplicht https://t.co/Jesj6r9mLA"
1336363403837911050,2020-12-08 17:33:58,En daar moeten volgens de experts meer dan 12.000.000 mensen voor gevaccineerd worden. Met een vaccin dat niet op r… https://t.co/aHtZszTnG0
1336363179027402768,2020-12-08 17:33:04,"Iets meer dan 1200 ziekenhuisbedden bezet, en iets meer dan 400 mensen op de intensive care...

En daar moeten meer… https://t.co/a3SvCHi8V0"
1336361086841393153,2020-12-08 17:24:46,Met de goudvis naar zee? https://t.co/Pyu4H2G1Vf
1336360947099836419,2020-12-08 17:24:12,Ja!!! https://t.co/CIV8qG5rLa
1336360809669201920,2020-12-08 17:23:40,RT @guidoweijers: Ik denk dat hashtags als #datbepaalikzelfwel #samenmetkerst #danmaarnaardeklote #alswegaandangaanwemetznallen en #samente…
1336360749472616448,2020-12-08 17:23:25,"RT @waukema: An interactive dashboard with the meta-data from @Eurosurveillanc can be found here:

https://t.co/TVOYs5WNMi"
1336356570071003136,2020-12-08 17:06:49,"Binnenkort moeten we allemaal verplicht twee weken onder een stolp. Met een HEPA-filter op de luchtingang.

Regerin… https://t.co/GNj4HBM61w"
1336356039441190912,2020-12-08 17:04:42,"RT @zegmaar_LydeLa: @hommel_b @AthinaNikoletta @telegraaf Ik doe met u mee. Mijn steun heeft u..🙂👍

Laten we bij die volgzame typjes meteen…"
1336355458743996425,2020-12-08 17:02:24,RT @simone_says123: Beste @cbknmg Gert van Dijk is verbonden aan uw federatie als ethicus. Nu vraag ik mij af of u mijn zorg deelt over ond…
1336351527695491079,2020-12-08 16:46:47,"https://t.co/i0yv5856po

Hoe de huisartsgeneeskunde euthanasie op zichzelf toepast door het SARS-CoV-2 virus. 

Ong… https://t.co/uuQCfR1phX"
1336348447398490112,2020-12-08 16:34:32,"Dat risico kunnen we nemen, toch? Zoals elk risico blijkbaar wel genomen mag worden?

Zolang je maar niet dood gaat… https://t.co/2AF5rBZEOC"
1336347889845604355,2020-12-08 16:32:19,"https://t.co/OQ7IX8eUmz

Ach... Die kans op HIV. Die is toch niet zo groot?

Er zijn er wereldwijd maar zo'n 40 mil… https://t.co/deLBNEsRtH"
1336345768291160066,2020-12-08 16:23:53,"RT @nuijten_rob: Na haar getuigenis deelt deze huisarts die haar beroepseed serieus neemt, KNALLENDE oorvijgen uit aan Marion Koopmans, aan…"
1336345461997916161,2020-12-08 16:22:40,@Carla_vd_Broek @NancyBastiaans @Rob4005 @kogel_sloop @MvWoensel @Elssiemaas @NOS @BorgerPieter Wat jammer dat jij… https://t.co/wmF9XaWALM
1336345205285543938,2020-12-08 16:21:39,"@Carla_vd_Broek @NancyBastiaans @Rob4005 @kogel_sloop @MvWoensel @Elssiemaas @NOS @BorgerPieter ""There are no funny… https://t.co/caNtuq1cZx"
1336343779423494148,2020-12-08 16:15:59,"@Carla_vd_Broek @NancyBastiaans @Rob4005 @kogel_sloop @MvWoensel @Elssiemaas @NOS @BorgerPieter ""Ignorance is a hor… https://t.co/bj9RUXDIfq"
1336343138504327170,2020-12-08 16:13:26,"@DennisZeilstra If you hear a “prominent” economist using the word equilibrium, or normal distribution, do not argu… https://t.co/vc33X1PIRm"
1336343057596215296,2020-12-08 16:13:07,"@DennisZeilstra ""If you ever do have to heed a forecast, keep in mind that its accuracy degrades rapidly as you extend it through time."""
1336342921667350529,2020-12-08 16:12:35,"@DennisZeilstra ""It is ineffective to moan about unpredictability: people will continue to predict foolishly, espec… https://t.co/3J4SNA80Ff"
1336342831074402305,2020-12-08 16:12:13,"@DennisZeilstra ""Do not waste your time trying to fight forecasters, stock analysts, economists, and social scienti… https://t.co/ujGMH2tCPc"
1336342302420307968,2020-12-08 16:10:07,"@DennisZeilstra Verkeerde input, verkeerde output. Rubbish in, rubbish out. Onze beleidsmakers gaan het nooit leren… https://t.co/wG6M4suwvp"
1336341947275874305,2020-12-08 16:08:42,@Carla_vd_Broek @NancyBastiaans @Rob4005 @kogel_sloop @MvWoensel @Elssiemaas @NOS @BorgerPieter… https://t.co/teLfBEQMM1
1336341481045458949,2020-12-08 16:06:51,"@MvWoensel @Elssiemaas @Rob4005 @NOS En dat op basis van het feit dat er 0,3% van de proefpersonen een besmetting m… https://t.co/OY1qiIkXaI"
1336341114027032576,2020-12-08 16:05:24,@Carla_vd_Broek @NancyBastiaans @Rob4005 @kogel_sloop @MvWoensel @Elssiemaas @NOS @BorgerPieter Jurist. Mensen die… https://t.co/QYIU0gkKU3
1336340863924858882,2020-12-08 16:04:24,"@Carla_vd_Broek @kogel_sloop @MvWoensel @Rob4005 @Elssiemaas @NOS @BorgerPieter Heb je je propedeuse al wel binnen, Carla?"
1336340676250726402,2020-12-08 16:03:39,@Kevin_McKernan @Bobby_Network @RetractionWatch @BorgerPieter @angelovalidiya @MichaelYeadon3 @Thomas_Binder… https://t.co/1hktebXRNT
1336340537977139201,2020-12-08 16:03:06,RT @Kevin_McKernan: @Bobby_Network @RetractionWatch @BorgerPieter @angelovalidiya @MichaelYeadon3 @Thomas_Binder @KPCResearch @ClareCraigPa…
1336328255754780672,2020-12-08 15:14:18,RT @_Bakhtali: #persconferentie https://t.co/5YupspwDSt
1336327793542529027,2020-12-08 15:12:28,RT @kuit_jade: Fragment uit een verhoor getuigenverklaring in #BPOC2020. Deze en andere verhoren vind je integraal op https://t.co/OVdfyhBQ…
1336327162371088387,2020-12-08 15:09:57,"Niet voldoende onderzoek om de veiligheid te garanderen bij mensen die immuun-gecompromitteerd zijn, zwanger zijn o… https://t.co/Uj200ZNdn7"
1336326269848281090,2020-12-08 15:06:25,"https://t.co/vOuY6nlIFg

Ik ken de krant niet, het is een Israëlische tabloid, dus het is altijd oppassen geblazen… https://t.co/1hPipJeBBn"
1336325359357194246,2020-12-08 15:02:48,RT @gflaterr: @hommel_b @BarendsWereld https://t.co/RP4dsUoz6H
1336320186509508617,2020-12-08 14:42:14,RT @AppManPeter: @hommel_b https://t.co/kD9sYkZDjO
1336319292464218114,2020-12-08 14:38:41,"RT @Bobby_Network: @RetractionWatch: @BorgerPieter, @Kevin_McKernan, @angelovalidiya, @MichaelYeadon3, @Thomas_Binder, @KPCResearch (thx yo…"
1336297349866516482,2020-12-08 13:11:30,"https://t.co/fSwb67SB6K

Het ultieme vaccin-experiment in het wild. 

Geen van deze mensen werd opgenomen in de tri… https://t.co/VRQwFDlecY"
1336296470308380672,2020-12-08 13:08:00,"@BarendsWereld Dan vrees ik dat je de cijfers niet goed bekeken hebt. 

De RELATIEVE risicovermindering op klachten… https://t.co/nywNAVfuXp"
1336295981374169088,2020-12-08 13:06:03,@zegmaar_LydeLa @AthinaNikoletta @telegraaf Me too. Humor is het laatste dat ik nog heb om deze uitbraak van volstr… https://t.co/eNLXELfKW7
1336295125077680137,2020-12-08 13:02:39,https://t.co/qtF0jQc6Uh
1336294240243027969,2020-12-08 12:59:08,https://t.co/eXbNeoJimo
1336293877385490434,2020-12-08 12:57:42,https://t.co/qAetVt8RLn
1336293600955670528,2020-12-08 12:56:36,"https://t.co/yQAcam8yx1

Wie wil Rutte nog langer als premier? Dan niet zeuren over langer wordende wachtlijsten en… https://t.co/2Gsoj2gAIL"
1336285818261032960,2020-12-08 12:25:40,Ja. Zo kun je het ook zien. Hoe was het ook al weer bij de varkenspest? Ringvaccinatie en preventief ruimen? https://t.co/WZWxbUdyQv
1336285573296902145,2020-12-08 12:24:42,@zegmaar_LydeLa @AthinaNikoletta @telegraaf Echt waar? Je meent het... 😂👍🤪
1336285396347580416,2020-12-08 12:24:00,@Cypress_NL @KampWendy @meer_irma Mooi. Hoef ik jou ook niet meer te horen. Je hebt het over het bandje wat iemand… https://t.co/KZOJjsmICx
1336275602307952642,2020-12-08 11:45:05,"@Cypress_NL @KampWendy @meer_irma Nou... De virologen... Die hebben ons pas goed geholpen. 

Droom lekker verder. D… https://t.co/smDdYUmeI1"
1336274142430158851,2020-12-08 11:39:16,RT @fukkieslim: @hommel_b Met de komst van de Covid pandemie is het gezond verstand vertrokken. https://t.co/jWqCesWBs1
1336265105789562881,2020-12-08 11:03:22,@wabliftera @telegraaf Ik denk het niet. Ik denk dat men in Groot-Brittannië echt gelooft dat deze vaccins veilig z… https://t.co/w9GbIqRvVB
1336263514869129217,2020-12-08 10:57:03,Britse Margaret (90) als eerste persoon ingeënt: ’Ik voel me bevoorrecht’ https://t.co/mS3HGkKFTd via @telegraaf… https://t.co/DgUpXE2J2s
1336262681142104066,2020-12-08 10:53:44,Ik vind het stuk niet relevant. Van Der Linden gooit opeens alle basisprincipes overboord. En met welke motivatie?… https://t.co/CaudHn61Hd
1336261681790537728,2020-12-08 10:49:46,"@Cypress_NL @KampWendy @meer_irma ""Observational evidence...""

""Evidence from randomised controlled trials...""

Dat… https://t.co/cXlAb4eq0Q"
1336260870356283392,2020-12-08 10:46:32,"RT @nuijten_rob: Neuroloog Jan Bonte @hommel_b, aan o.a. @hugodejonge 
1. Zorg goed voor de zieken
2. Zorg voor voldoende capaciteit
3. Laa…"
1336260783882297345,2020-12-08 10:46:12,"@georgevanhouts Nee, nee. Niet met dank aan mij! Met grote dank aan @waukema! Hier ben ik niet slim genoeg voor!"
1336248448664936450,2020-12-08 09:57:11,"@niekus_ Werk aan de winkel!!

#coronamaatregelen https://t.co/Fx0AROgr9v"
1336248074105139201,2020-12-08 09:55:41,"@m2_nl @BorgerPieter @Bobby_Network @Kevin_McKernan Het zal dus wel vertragen worden, en hopen dat het overwaaid..."
1336247985051725825,2020-12-08 09:55:20,"@m2_nl @BorgerPieter @Bobby_Network @Kevin_McKernan De tijd zal het leren... 

Ik vrees dat men lijdt aan het ""stuc… https://t.co/whMw1CFCMY"
1336245817909317633,2020-12-08 09:46:43,«Sind die Nazis zurück?» – Der Lockdown ruft bei manchen Holocaust-Überlebenden traumatische Erinnerungen wach. And… https://t.co/Hq9y4cQhHN
1336244769824141312,2020-12-08 09:42:34,"@simone_says123 Hoeveel van dit soort imbecielen wonen er eigenlijk in dit land? 

Niet gehinderd door zelfs maar d… https://t.co/VobJ7L5H0M"
1336243768740208646,2020-12-08 09:38:35,RT @jeukens_j: @coco_riga @hommel_b te dragen hoeft u dit niet te doen. Zegt hij weer: mevrouw ik wil hem wel graag op want ik ben al de ba…
1336243757780525056,2020-12-08 09:38:32,"RT @jeukens_j: @coco_riga @hommel_b Kom net van de Aldi, zit een oudere man in zijn scootmobiel hevig te mopperen en te zuchten dus ik loop…"
1336243632106508288,2020-12-08 09:38:02,https://t.co/qAdgp25OBi
1336242500961525761,2020-12-08 09:33:33,"En dan het antwoord van de eerste en laatste auteur van het inmiddels beroemde en beruchte ""Drosten-paper""… https://t.co/QC1Sx5AVAG"
1336241963134234628,2020-12-08 09:31:24,"Maar wat pas echt interessant is:

Hoe lang deed Eurosurveillance om deze 'letter to the editor' te publiceren?

Tw… https://t.co/8H5aTa5Hvn"
1336241671923707905,2020-12-08 09:30:15,"Deze is weer reuze interessant...

https://t.co/XTWNJpEUqE

Het gelijk van Pieter Borger, door andere auteurs beves… https://t.co/xUH8Lewphw"
1336239649983959041,2020-12-08 09:22:13,"Het bericht en de boodschapper https://t.co/yWy1OSM7IZ 

Dat de inhoud van de boodschap wellicht moreel verwerpelij… https://t.co/XuWZCmKfk2"
1336237226490028032,2020-12-08 09:12:35,"""...op een virus met een nagenoeg gelijke Infection Fatality Rate als het Influenza virus, en bovenal de volstrekt… https://t.co/X2H50jwR4c"
1336237160224223233,2020-12-08 09:12:19,"""Maar nog veel erger is het dat mijn eigen beroepsgroep, artsen met een vermeende academische opleiding van vele ja… https://t.co/Odd0wf1kYY"
1336236661949272064,2020-12-08 09:10:20,"https://t.co/7Hy7w2jK9X

En het werd alleen maar nog donkerder. 

#coronamaatregelen #vaccinatieplicht"
1336236272021622784,2020-12-08 09:08:47,"@waukema https://t.co/F8Ii0vk7OG

Well... Maybe it's about time to have this investigated."
1336235556397854720,2020-12-08 09:05:57,"RT @coco_riga: Draadje: De zgn. #mondkapjesplicht is nep en bestaat nog helemaal niet!

Voor zover ik nu na kan gaan is er nog niemand beke…"
1336235129954562053,2020-12-08 09:04:15,@Picobello_bv Dit is @medischcontact. Daar blijven ze gewoon staan omdat de KNMG hier niets over te zeggen heeft.… https://t.co/KDkCg2pv5Q
1336233105494073344,2020-12-08 08:56:13,"Medisch ethicus Heleen Dupuis: ‘Solidariteit moet je niet eindeloos oprekken’ https://t.co/QjQuXtDxHE 

Ik was geen… https://t.co/hLae5afaQ6"
1336231502863020032,2020-12-08 08:49:50,RT @snaveltjestoe: @JanusKlaasssen @hommel_b Weer bewijs dan de alom aanwezige cijfers is er niet. Hier A'dam. Verband tussen testen en zie…
1336229267378761728,2020-12-08 08:40:57,"@kimcastenmiller @JEerd1 Ze heeft diergeneeskunde gestudeerd. Daarmee kun je uitstekend viroloog worden, maar van d… https://t.co/TtjoMjEUY0"
1336228606390001665,2020-12-08 08:38:20,https://t.co/6hnBoibSJk
1336228517059547136,2020-12-08 08:37:59,https://t.co/xMBn38X7ho
1336227575031533570,2020-12-08 08:34:14,"https://t.co/CyP6rDPwnJ

Er worden door de collega's steeds meer kritische vragen gesteld. Op de antwoorden moeten… https://t.co/IwETSzOxr1"
1336226276105916416,2020-12-08 08:29:04,"Geen wonder dat je niet alle ins-en-outs van de PCR weet, en er op vertrouwd dat vriend Christian Drosten dat wel w… https://t.co/Gs22aWn0X6"
1336225947951960065,2020-12-08 08:27:46,"3. En alsof het niets is, naast al deze functies die ze vanzelfsprekend glansrijk en naar behoren vervult heeft ze… https://t.co/2USKl3i9LU"
1336225392873656323,2020-12-08 08:25:34,"2. Marion Koopmans, als hoofd van Viroscience van het Erasmus, moet natuurlijk af en toe overleggen met 'private pa… https://t.co/irsvRvhn5D"
1336223809578340353,2020-12-08 08:19:16,"https://t.co/W56W1SOk9L

Blijkbaar was er reden voor een update. Twee opmerkingen:

1. Kijk naar het aantal functie… https://t.co/dFNZIU9Tp8"
1336220476075544577,2020-12-08 08:06:01,"RT @hommel_b: https://t.co/o0vlnV7311

Opnieuw een hele belangrijke studie die, voorzover dat nog nodig was, de doodsteek zou moeten zijn v…"
1336220393649168384,2020-12-08 08:05:42,"RT @hommel_b: Ach @daniellebraunOL, wat valt me dàt onwaarschijnlijk van je tegen. 

Want wat sla je hier de plank on-ge-lo-fe-lijk mis.…"
1336220317698691077,2020-12-08 08:05:24,RT @hommel_b: Dit is dr. R.H.M (Roland) Pierik. Universitair Hoofddocent Rechtsfilosofie aan de Faculteit der Rechtsgeleerdheid van de Univ…
1336219806794735616,2020-12-08 08:03:22,"RT @hommel_b: https://t.co/yWCINgtyMV

Nog een draadje over Roland Pierik, hoofddocent Rechtsfilosofie van de Universiteit van Amsterdam.…"
1336217002613075968,2020-12-08 07:52:13,"@LegalGolfers @jrbonte @_Miekos 😂👍😂👍😂👍😂👍😂👍😂👍😂👍

Maar in het ziekenhuis wel het mondkapje ophouden, hoor!

Je weet het maar nooit!"
1336216625637437441,2020-12-08 07:50:43,"RT @martytwit: @Bobby_Network @Kevin_McKernan 

Am I reading this right?

The WHO officially recommended the Corman-Drosten RT-qPCR protoco…"
1336216431436947457,2020-12-08 07:49:57,@Kevin_McKernan @Bobby_Network @BorgerPieter https://t.co/AAfeMYbW5Z
1336092475786752002,2020-12-07 23:37:24,"@jrbonte @_Miekos Viel niet goed. Kreeg geen jus. 

Maar mocht wel afrekenen. 

Mijn eerste kennismaking met het mondkapjesfascisme."
1336092369716965379,2020-12-07 23:36:58,@jrbonte @_Miekos En dat zij als tankstation-troeleboel zich niet moest bemoeien met dingen waar ze geen verstand v… https://t.co/HKl5i1jPfg
1336091836604092422,2020-12-07 23:34:51,@jrbonte @_Miekos Wilde eigenlijk nog zeggen dat ik besmet ben met het groen-geel hersenvretertje en dat die ook we… https://t.co/IsBcA6O39W
1336091600301207552,2020-12-07 23:33:55,"@jrbonte @_Miekos En dat zij nog heel, heel veel boekjes moest lezen alvorens zij ook dokter zou zijn, en dat dat d… https://t.co/C5YurTPcMP"
1336091320906117121,2020-12-07 23:32:48,"@jrbonte @_Miekos Ik wel. Maar toen had ik er genoeg van:

Dus heb ik haar uitgelegd dat ondanks dat ik eruit zie a… https://t.co/etpq3ILQUi"
1336091150319554561,2020-12-07 23:32:08,@jrbonte @_Miekos Dus ik nog heel bijdehand gezegd dat afrekenen een stuk sneller was dan wachten op politiebijstan… https://t.co/TiTlLPuvn0
1336090960791556097,2020-12-07 23:31:23,@jrbonte @_Miekos Ik wilde ook jus d'orange. Kreeg ik ook niet. Terwijl dat toch best goed is voor een dikke dokter… https://t.co/y2jBSPTRSE
1336090756663177217,2020-12-07 23:30:34,"@jrbonte @_Miekos ""Isse dokter"". Geloofde ze niet. Ik zag er niet uit als een dokter. Da's waar.

Dus ik mijn pasje… https://t.co/xnnZqVRtQd"
1336090462734716929,2020-12-07 23:29:24,@jrbonte @_Miekos Ik heb de eerste ruzie met een caissière bij een tankstation al achter de rug. De muts wilde dat… https://t.co/TWOE3uqleO
1336089954359910400,2020-12-07 23:27:23,"@Landshark_VF1 @simone_says123 Ik was niet voor Trump, maar dit is wel verreweg de meest gevatte tweet van de afgel… https://t.co/ElWUm3MBrQ"
1336087023023759367,2020-12-07 23:15:44,"Beste @MarcBonten en @ArmandGirbes, zouden jullie daar in het vervolg ook rekening willen houden?

Gezien de voorbe… https://t.co/iL8AIyOSEH"
1336086525189246976,2020-12-07 23:13:45,"""Patients and the public deserve better than this. So do health professionals. Pandemic or no pandemic, decisions m… https://t.co/eIZAHBpuRa"
1336086446260752384,2020-12-07 23:13:26,"""Science by press release, on the basis of interim or ad hoc analyses, and without access to the data, also afflict… https://t.co/iarB8xB8iO"
1336086347292045317,2020-12-07 23:13:03,"""Both have harms that have been inadequately researched and reported."""
1336086078839808002,2020-12-07 23:11:59,"""Both drugs had failed in earlier settings. At the start of the pandemics both were hyped on limited, poor quality… https://t.co/YwzmrMNTRz"
1336085957741846528,2020-12-07 23:11:30,"""It also shows how little or how slowly we learn. The remdesivir story shares many common features with the saga of… https://t.co/0GNx8VPaUc"
1336085802477113344,2020-12-07 23:10:53,"""The history of the covid-19 pandemic will be strewn not only with lost lives and livelihoods but with the bloated… https://t.co/NwQbq7wF8J"
1336085660575428611,2020-12-07 23:10:19,"De laatste voor vanavond. Maar zeker niet de minste.

Wederom the British Medical Journal. 

""The Lost Lessons of T… https://t.co/n10ewTGAZy"
1336085282236592130,2020-12-07 23:08:49,"@LeanderBroere Ach, arme sloeber toch... 

Probeer het verschil eens te begrijpen tussen een zogenaamde 'besmetting… https://t.co/MxMJxvZrt2"
1336084985414119425,2020-12-07 23:07:38,"@jrbonte Politicus nietwaar? 

Mensen die het verschil nog niet weten tussen een muizenval en een betrouwbaarheidsi… https://t.co/b4FCR1jOiE"
1336084272738873346,2020-12-07 23:04:48,"@JanusKlaasssen Het spijt me voor je, maar die studies zijn er al geweest. Dat zijn bij uitstek de studies waaraan… https://t.co/mX6ZkJPFQs"
1336083248796094475,2020-12-07 23:00:44,"RT @PGtzsche1: Covid-19 vaccines: Science by press release, on the basis of interim or ad hoc analyses, no access to the data. Remember the…"
1336081379453448193,2020-12-07 22:53:18,Ik zal morgen de tweede studie refereren. Na de eerste studie die aantoonde dat de RdRp-primers niet goed ontworpen… https://t.co/Gq8tbWtRgf
1336079596446490626,2020-12-07 22:46:13,@fvdr @IreneHoogenraad Waar vind je dat?
1336078142105128961,2020-12-07 22:40:26,"CT of COVID-19 versus CT of influenza virus pneumonia https://t.co/A70HV3vrqB via @medical_xpress 

Weinig verassen… https://t.co/4kD3SXJVfc"
1336076899206959105,2020-12-07 22:35:30,RT @IreneHoogenraad: Dikke duim en complimenten hoe #action #kruidvat en #plus #Akkerhof #Spijkenisse respectvol omgaan met klanten zonder…
1336074052725862401,2020-12-07 22:24:11,"@IreneHoogenraad @fvdr Ja, dat is bijzonder. Ze mogen niet dood aan COVID-19 maar wel aan het vaccin. Dat dan weer wel."
1336071205040828421,2020-12-07 22:12:52,"RT @superjan: Neem een voorbeeld aan Oostenrijkers, stelletje laven. https://t.co/47sZNveRwL"
1336070940569055237,2020-12-07 22:11:49,RT @AndreaSchlegel3: Neapel nach 23 Uhr. So sieht Ausgangssperre aus ....😠😠 https://t.co/onKoaJ6QAM
