ID,Tweets
1336578191222329344,b'Goedemorgen\xf0\x9f\x87\xb3\xf0\x9f\x87\xb1 hebben we er zin?\xf0\x9f\x98\x80\n\n#goedemorgen\n#humor\n#lol\n#mondkapjesplicht\n#mondkapje\n#eigenwijs \n#corona\xe2\x80\xa6 https://t.co/4f7bwFp6WX'
1336578098817622017,"b'Kijkje in de keuken, keuken in de maak #goedemorgen #keuken  #opmaat #Rijen #Tilburg https://t.co/tiD5q61ZJM'"
1336577869053509638,"b'RT @slaghoedje: #goedemorgen. Zou er in de reclames in landen als Oeganda,Ghana,Somali\xc3\xab etc percentage gewijs nu net zoveel blanken zitten\xe2\x80\xa6'"
1336577542107639808,b'ijzig mooi - #nachtvorst - duinen en Huisduinerpoldertje #DenHelder - #Goedemorgen #IJS #WINTER #ice #natuur\xe2\x80\xa6 https://t.co/G1Ff37nFaE'
1336576314573168641,b'Lief klein katertje was uit het raam gevallen. Wat is er toch aan de hand de laatste tijd #FlyingCats Op een klein\xe2\x80\xa6 https://t.co/7nwWFBO0Yn'
1336576145903546368,"b'RT @Michel1401: #Goedemorgen. Hier mist en kou, dat doet je wel enigszins verlangen naar beter weer ............ https://t.co/JyaVh20v3h'"
1336575747394301952,b'#goedemorgen lieve mensen op deze #MiSt ige dag \xf0\x9f\x92\x95Ik mag vandaag wegens een wisselstoring bij @NS_online de toeriste\xe2\x80\xa6 https://t.co/Csc1TtiBTx'
1336574861163057153,b'Wat Britta zegt!\n\n#HappyGazette #goedemorgen https://t.co/2ClHeaEGAd'
1336574208214757376,b'#goedemorgen even kijken of ik weer positief word getest. Aangezien we het gewone verkoudheid/griep zijn vergeten\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1336574001552961537,"b'RT @slaghoedje: #goedemorgen. Zou er in de reclames in landen als Oeganda,Ghana,Somali\xc3\xab etc percentage gewijs nu net zoveel blanken zitten\xe2\x80\xa6'"
1336573519203856384,b'#goedemorgen. Al voor de 3e keer een Corona test! Ik ben er eigenlijk een beetje klaar mee...'
1336573293713707013,"b'#Goedemorgen, we zijn alweer bijna op de helft, maar geld dat ook voor de Coronacrisis waar het kabinet niets aan w\xe2\x80\xa6 https://t.co/3GECaNtJg2'"
1336572384132947971,"b'RT @slaghoedje: #goedemorgen. Zou er in de reclames in landen als Oeganda,Ghana,Somali\xc3\xab etc percentage gewijs nu net zoveel blanken zitten\xe2\x80\xa6'"
1336572309918916608,b'#Goedemorgen! Het #Wakkerwordenliedje voor vandaag is ...\n\nLet\xe2\x80\x99s work  - Mick Jagger\nhttps://t.co/nWGJtivmEQ\n\nFijne\xe2\x80\xa6 https://t.co/zgU3VDMAmq'
1336571505396883456,b'Zien jullie niets? \xf0\x9f\x98\x83 Dat klopt! Ik ook niet. \nDoe voorzichtig onderweg. Wens jullie een mooie woensdag toe.\xf0\x9f\x99\x8c\xe2\x80\xa6 https://t.co/rkV4IIxmem'
1336569826341490688,b'500? Niet zo zakelijk. #gratisadvies. #goedemorgen ! https://t.co/dbCPr5rp6s'
1336568305302253568,"b'#goedemorgen. Zou er in de reclames in landen als Oeganda,Ghana,Somali\xc3\xab etc percentage gewijs nu net zoveel blanken\xe2\x80\xa6 https://t.co/EydQYoXaqj'"
1336568170598060032,b'RT @timelinevankris: Goedemorgen tweeps!\n\nBekijk het onderstaande filmpje en oordeel zelf. \n\nIk wens iedereen een hele fijne dag! Wat mij b\xe2\x80\xa6'
1336567164732633088,b'@DeLoftWijchen Donker en mist hier\xf0\x9f\x98\x83. Buiten dan he. Mijn hoofd is mistvrij\xf0\x9f\x98\x82. Veel plezier bij moeder..;) #goedemorgen'
1336566235866259458,b'G O E I E M O R G E N \xe2\x98\xba\xef\xb8\x8f\n\n\xe2\x80\x98Innerlijke rust zal je pas behalen als je een ander heel bewust je stemming niet laat be\xe2\x80\xa6 https://t.co/QSnfIv8iQJ'
1336565805220294657,b'#goedemorgen koud h\xc3\xa8.  Kleine wereld vandaag.  #mist'
1336565346409570304,"b'RT @SytseSchoustra: #Goedemorgen, het is onbewolkt op #Terschelling, 3.3 \xc2\xb0C bij ZZO 3 Bft, zicht 5 km, golfhoogte Noordzee 40 cm, zeewater\xe2\x80\xa6'"
1336565342412398592,"b""Pijnlijke, rode randen onder m'n ogen weg weten te werken met wat make-up. En nu bedenk ik me dat het misschien ont\xe2\x80\xa6 https://t.co/4IRXOkYLxV"""
1336564343102693376,b'#amsterdam #goedemorgen @ Amsterdam Oud-Zuid https://t.co/R1vn2eEAKB'
1336563742319009797,"b'RT @SytseSchoustra: #Goedemorgen, het is onbewolkt op #Terschelling, 3.3 \xc2\xb0C bij ZZO 3 Bft, zicht 5 km, golfhoogte Noordzee 40 cm, zeewater\xe2\x80\xa6'"
1336563638266687488,"b'""Ah joh. Flikker lekker op de grond. De schoonmaker komt toch?"" #goedemorgen https://t.co/d6Hbg158ya'"
1336563400269295619,b'Goedemorgen tweeps!\n\nBekijk het onderstaande filmpje en oordeel zelf. \n\nIk wens iedereen een hele fijne dag! Wat mi\xe2\x80\xa6 https://t.co/yAlVwJqr5S'
1336562886664130561,"b'#Goedemorgen, het is onbewolkt op #Terschelling, 3.3 \xc2\xb0C bij ZZO 3 Bft, zicht 5 km, golfhoogte Noordzee 40 cm, zeewa\xe2\x80\xa6 https://t.co/UrewQAWtrz'"
1336562557956608000,b'Belachelijk @hugodejonge ! Steek die 58 miljoen in 3 aparte coronaziekenhuizen en de bescherming van de Kwetsbaren.\xe2\x80\xa6 https://t.co/UyUSYKeonX'
1336562536360054786,"b'#Goedemorgen. Hier mist en kou, dat doet je wel enigszins verlangen naar beter weer ............ https://t.co/JyaVh20v3h'"
1336562438968373250,"b'RT @JustMeC73: Vandaag een rustig dagje voor mezelf, zo eerst de nageltjes weer laten shinen en verder...#goedemorgen \xf0\x9f\x98\x98 https://t.co/dntw59\xe2\x80\xa6'"
1336562416868597762,"b""#goedemorgen\n\nMaak er weer een mooie dag van.\n\nNa de #koffie ofkorse \xe2\x98\x95\xe2\x98\x95\xe2\x98\x95\n\nVandaag een dagje collega's verblijden op\xe2\x80\xa6 https://t.co/VrbbrDYYOq"""
1336562111863009280,b'DAG 269 #coronamorningsong om de dag mee te beginnen \xf0\x9f\xa6\xa0\xf0\x9f\x8e\xb6   \n\nTHUIS van Snelle\n\nhttps://t.co/uolZSrGX3R\xe2\x80\xa6 https://t.co/b663XwN5cL'
1336562061237694464,b'Goeiendagschotelantennekabelgootsteenvegerenblikopener!! Jawel jawel...vandaag zagen we de week doormidden. Heerlij\xe2\x80\xa6 https://t.co/gslxvg8dqR'
1336561673579204608,"b'#Goedemorgen Nederland, binnen is het 21 graden. Buiten is het mistig en guur. Automobilisten let aub op in het ver\xe2\x80\xa6 https://t.co/qoD63nC9t3'"
1336561668227293184,"b'Goedemorgen allemaal, de kerst nadert met rasse schreden. Vandaag een kerststilleventje. Iedereen een fijne dag.\xe2\x80\xa6 https://t.co/xahkmvbsTK'"
1336560461169512449,"b'overnight oat met rozijnen, cruesli en flakes met een scheutje agavesiroop. #goedemorgen #breakfast \xf0\x9f\xa5\xa3'"
1336560048907149313,"b'#goedemorgen \n#goedemorgennederland  Tweeps \xf0\x9f\x99\x8b\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f op deze koude foggy #Woensdag.\nKleed je goed an straks.... \xf0\x9f\xa7\xa4\xf0\x9f\xa7\xa3, ma\xe2\x80\xa6 https://t.co/hj8C6MqXgn'"
1336559696178782209,"b'@HartvNL #goedemorgen, al die bak-aan-tafel apparaten gaan dit jaar in lockdown, we gaan de #horeca steunen en late\xe2\x80\xa6 https://t.co/EAgozuVpIM'"
1336558295146958848,"b'Brein om drie uur \xe2\x80\x98s nachts \xe2\x80\x9cgo, go, go!\xe2\x80\x9d. Brein als het w\xc3\xa9l een normale tijd is om op te staan \xe2\x80\x9cno, no, no...\xe2\x80\x9d #goedemorgen'"
1336557073144963072,b'Is dit lokaal of in eeehh gans het land? #goedemorgen https://t.co/mlgxz300f7'
1336556777022902272,b'Onderwereld of een boze aspergeboer? We hebben er weer een verhaal bij in de krant. #goedemorgen kinders.'
1336556290856931329,"b'RT @JustMeC73: Vandaag een rustig dagje voor mezelf, zo eerst de nageltjes weer laten shinen en verder...#goedemorgen \xf0\x9f\x98\x98 https://t.co/dntw59\xe2\x80\xa6'"
1336555174521757696,"b'Goedemorgen, het is vandaag woensdag 9 december\nhttps://t.co/FJ8CUt19eX\n#GoereeOverflakkee #goedemorgen #dagvan #woensdag #9december'"
1336555136395710464,"b'Vandaag een rustig dagje voor mezelf, zo eerst de nageltjes weer laten shinen en verder...#goedemorgen \xf0\x9f\x98\x98 https://t.co/dntw59ZYb8'"
1336554975569309698,b'#goedemorgen (nieuwe)volgers het is woensdag 09 december 2020. #Mist aan de #Westerkade in het #Scheepvaartkwartier\xe2\x80\xa6 https://t.co/Fiv24ma5GJ'
1336554807017041920,b'#goedemorgen allemaal. Midweeks \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'
1336554123047673856,b'#Goedemorgen! Vandaag een dagje naar kantoor #Zwolle. https://t.co/fBWIuqm9Jl'
1336554085403799553,b'2000 extra wijnen online \nCheck onze ; Schatkamer via \n\nhttps://t.co/d2i33ZYZGQ \nOf direct \nhttps://t.co/k2ka2nOW3A\xe2\x80\xa6 https://t.co/l9gwo7WIAT'
1336553629294223361,b'Goedemorgen allemaal maak er een gezellige dag van\xf0\x9f\x98\x83\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x98\x98 #goedemorgen'
1336553466077073409,"b'#Goedemorgen, in het midden van de week showen wij u de #Jasminum Polyanthum in onze zinc pot #Louise. Deze is leve\xe2\x80\xa6 https://t.co/mT2x88Lbhd'"
1336553158814916608,b'Goedemorgen lieve allemaal\xf0\x9f\x98\x98 daar zijn we weer! Happy wednesday \xe2\x98\xba\xef\xb8\x8f #goedemorgen #woensdag #geniet #lach https://t.co/DndLmungLb'
1336552998600912896,b'Zing maar mee! #goedemorgen ! \xe2\x98\x95 https://t.co/79XkGaeG3A'
1336551151551057920,"b'#goedemorgen Vriendschap draait niet om wie je het langste kent, maar om wie in je leven stapt. Zegt er voor je te\xe2\x80\xa6 https://t.co/hPpiT4xJcy'"
1336551018700681216,b'Piepkleine streetart om met een glimlach op te staan. \n\nHet is gewoon te snoezig en lief om niet te delen \xf0\x9f\x92\x9c\n\nNu eer\xe2\x80\xa6 https://t.co/jtZZ51ko2g'
1336550134981795840,b'\xf0\x9f\x93\xa3\xf0\x9f\x98\x83 Goede morgen \xf0\x9f\x99\x8f\xf0\x9f\x87\xb3\xf0\x9f\x87\xb1 \xf0\x9f\x99\x8f\xe2\x98\x80\xef\xb8\x8f\n#wakker #good #morning #goedemorgen #utrecht #opstaan #riseandshine #netherlands #dutch\xe2\x80\xa6 https://t.co/RIzpDSs9Mc'
1336550060318994433,b'#Goedemorgen eerst maar eens #koffie'
1336547592826744833,"b'#goedemorgen  lieverds en stouters, doe voor vandaag, dichte mist https://t.co/ArcjdIo4Km'"
1336545740626292737,"b'Als je nou kleine neusgaten hebt dan is dat knap lastig peuteren, lijkt me. #Goedemorgen'"
1336543606744756224,b'Morgen overhoring\n#goedemorgen #koffie https://t.co/I25EId5FHq'
1336543508979724289,b'#Goedemorgen Het is 9 december. De zon komt vandaag om 8.36 uur op en gaat om 16.28 uur weer onder.'
1336543382819233792,b'goede morgen Nederland #goedemorgen #goedemorgennederland #wakkerworden #koffie https://t.co/EA8ZaiFl95'
1336542202781192192,"b'Wanneer je dacht dat Stories op Twitter irritant zijn, dan is er altijd nog Spotify \xf0\x9f\x98\x91 #goedemorgen'"
1336536370018471937,"b'het #weer vandaag : de max windsnelheid 2 Kph, wind richting: Northeast,temperatuur max 3 C\xc2\xb0 #goedemorgen'"
1336529976674443264,b'Tijd om mezelf uit bed te stampen. #Goedemorgen'
1336527644750471170,b'#goedemorgen #ikzorg Vandaag een dagdienst. Fijne woensdag allemaal en geniet van deze dag. https://t.co/acCHMH0yQs'
1336527634369552385,b'Goede morgen volgers het is weer #woensdag \xf0\x9f\xa6\x8b en het is weer #koffietijd want koffie in de morgen is een dag zonder\xe2\x80\xa6 https://t.co/S2NTvOyHZ4'
1336524869924773895,b'#goedemorgen #woensdag om 12uur komt #zaagmans weer om de week door te zagen!\nIk zeg #koffie ...'
1336517263931944962,b'Ga ik net plassen zie ik ijsberen onderweg \xf0\x9f\xa5\xb6 ik draai me nog even om #goedemorgen #nacht \xf0\x9f\x98\xa9'
1336513473656868868,"b'#goedemorgen , opstarten met koffie \xe2\x98\x95\xef\xb8\x8f'"
1336512144754536449,"b'#goedemorgen mag je een uurtje langer slapen, maar wordt je op de standaard tijd natuurlijk wakker. De week is weer\xe2\x80\xa6 https://t.co/Kjin5F14h7'"
1336483580269260802,b'#goedemorgen bestaat in #maart2021 het @cdavandaag nog?  #covidleugens'
1336454251967614979,"b'#persconferentie #coronamaatregelen #Corona #kerstmis\n Mogguh #goedemorgen #ditismijnzorg #fotografie  #FOTO \n\n""Ik\xe2\x80\xa6 https://t.co/7JALfV28v2'"
1336424295799599104,b'RT @gijs19054075: #goedemorgen nu of nooit #PVV'
1336374460979568641,"b""RT @ErickOverveen: 8 december 2020: \n\n1 week muilkorf-dictatuur\n\nin 'n Nederland dat (letterlijk en figuurlijk) steeds meer GEZICHTSVERLIES\xe2\x80\xa6"""
1336355708196057088,b'RT @gijs19054075: #PVV komt eraan mensen #goedemorgen https://t.co/wWBvumcjrZ'
1336333484395139074,"b'RT @gijs19054075: Tja, stem strategisch, stem #PVV en voorkom een linkse coalitie. #goedemorgen'"
1336319031175876617,b'RT @hi_nld1873: Het is vandaag 8 december 2020. 38 jaar geleden zijn deze helden koelbloedig vermoord omdat zij vochten tegen de coup van B\xe2\x80\xa6'
1336294415980240902,b'RT @hi_nld1873: Het is vandaag 8 december 2020. 38 jaar geleden zijn deze helden koelbloedig vermoord omdat zij vochten tegen de coup van B\xe2\x80\xa6'
1336275619114594304,b'RT @jellehiemstra7: Opvallends hoe weinig kritisch journalisten zijn bij de persconferentie over bijvoorbeeld hoeveel mensen bij psycholoog\xe2\x80\xa6'
1336275563460370439,b'Opvallends hoe weinig kritisch journalisten zijn bij de persconferentie over bijvoorbeeld hoeveel mensen bij psycho\xe2\x80\xa6 https://t.co/o8uyIRvXTz'
1336273653969924099,b'RT @hi_nld1873: Het is vandaag 8 december 2020. 38 jaar geleden zijn deze helden koelbloedig vermoord omdat zij vochten tegen de coup van B\xe2\x80\xa6'
1336270297062903809,b'RT @gijs19054075: #goedemorgen nu of nooit #PVV https://t.co/QGM5JoJhkt'
1336265642853474306,b'#goedemorgen. Als je je hier op twitter 24/7 bezig houd met dat vaccin en mondkapje kan je dat mondkapje gerust op\xe2\x80\xa6 https://t.co/xcQJeJZvHB'
1336260038944456707,"b'RT @RuudieRotzak: #Goedemorgen \xf0\x9f\x8e\xb6 Het zal niet ieders \'cup of tea\' zijn, ik krijg hier altijd een enorme boost van. #Graupel \xf0\x9f\x91\x8c\xf0\x9f\xa4\x98""Departure"" v\xe2\x80\xa6'"
1336259462173237250,"b""RT @ErickOverveen: 8 december 2020: \n\n1 week muilkorf-dictatuur\n\nin 'n Nederland dat (letterlijk en figuurlijk) steeds meer GEZICHTSVERLIES\xe2\x80\xa6"""
1336259279087677442,b'#goedemorgen\n#persconferentie\n#denuyllezing\nPrima plan dat populistische verkiezingsprogramma van de #PvdA maar nu\xe2\x80\xa6 https://t.co/L8mVs1YTsE'
1336258112806850560,"b'RT @gijs19054075: Tja, stem strategisch, stem #PVV en voorkom een linkse coalitie. #goedemorgen https://t.co/Hmdath130q'"
1336257231013236736,"b'#Baudet likt zijn wonden , #Wilders komt eerst #goedemorgen https://t.co/DodfThWsEU'"
1336256743135989762,b'#goedemorgen nu of nooit #PVV https://t.co/QGM5JoJhkt'
1336254011733929985,b'En de steek en schiet festivals gaan maar door. #goedemorgen https://t.co/bFU2yFeGEJ'
1336253348727676930,b'#goedemorgen maak er allemaal een mooie en fijne dinsdag van \xf0\x9f\x8d\x80\xf0\x9f\x8c\xbb\xf0\x9f\x8c\xb9'
1336249961869094912,b'RT @gijs19054075: #PVV komt eraan mensen #goedemorgen https://t.co/wWBvumcjrZ'
1336249171406413824,"b""RT @ErickOverveen: 8 december 2020: \n\n1 week muilkorf-dictatuur\n\nin 'n Nederland dat (letterlijk en figuurlijk) steeds meer GEZICHTSVERLIES\xe2\x80\xa6"""
1336249107061600257,b'RT @AlblasEric: #goedemorgen (nieuwe)volgers het is dinsdag 08 december 2020. Uitzicht vanaf #Katendrecht op de #Parkheuvel met de #Parkkad\xe2\x80\xa6'
1336247643312451585,b'#PVV komt eraan mensen #goedemorgen https://t.co/wWBvumcjrZ'
1336246617419210752,"b""RT @ErickOverveen: 8 december 2020: \n\n1 week muilkorf-dictatuur\n\nin 'n Nederland dat (letterlijk en figuurlijk) steeds meer GEZICHTSVERLIES\xe2\x80\xa6"""
1336245732936966145,b'@HomeopathieNL @discriminatie #Nederland #allemaalsamen #goedemorgen \n\nOp welke grond denkt men dat het niet juist\xe2\x80\xa6 https://t.co/CtEiSoFyKe'
1336245493396090880,"b'Curacao doet het wel, zo waarom wij niet. #D66 voelt al Nattigheid #PVV  #goedemorgen https://t.co/zi8QSsdSm4 https://t.co/gD5gS8KgI3'"
1336244743341305858,b'RT @ontdekdenhelder: Een vleugje #zon aan het begin van de #dag - #DenHelder #Goedemorgen #Dinsdag #landschap #landscape #WINTER  #tuesdayv\xe2\x80\xa6'
1336244555184828417,b'#Goedemorgen!Lekker nog ff kunnen #snoezelen en nu wachten tot dat kleine Dewi-Jo\xc3\xablla ook wakker is. Elyze heeft Wi\xe2\x80\xa6 https://t.co/TiAvpymjg5'
1336244223801237504,"b'COVID-19 THE SYSTEM Informatieve Documentaire!\nNico Sloots, burger, vader en ondernemer doet een sterk staaltje ond\xe2\x80\xa6 https://t.co/RmLDxqDyfv'"
1336244054128988160,"b'Politici, bah ! de prinsjes en prinsesjes kunnen het niet eens worden. je mag blij zijn dat je een kantine hebt en\xe2\x80\xa6 https://t.co/jwuoGnIFnZ'"
1336242730842910720,b'Kraken is strafbaar volgens de wet dus de wet moet gewoon gehandhaaft worden #Halsem #goedemorgen https://t.co/vLdNqk0V8e'
1336242216642088960,"b'Mijn lieve moeder, sterke vrouw, 86 jaar geworden vandaag! Het wordt een rare #Corona verjaardag, maar we maken er\xe2\x80\xa6 https://t.co/uGzKevwS7A'"
1336242037730013184,"b'En dan is het nu wachten op de eerste gevaccineerde dode. Niet door bijwerkingen, maar gewoon omdat ze 90 zijn. Ik\xe2\x80\xa6 https://t.co/WjWpHXFo3q'"
1336241413722415104,"b'#D66 is bang dat Nederland dit ook gaat doen , uitzetten, van mij mag het #goedemorgen https://t.co/PYHvyw1GYM'"
1336240102763327488,b'#goedemorgen zijn hier bewijzen voor? #dtv #VVD #CDA #PVV #FvD https://t.co/JmIkzyFO8d'
1336238136943386625,b'Heerlijk #verslapen!\nDat gebeurt me zelden.\n\n#Goedemorgen!'
1336238126050783233,b'RT @karoliennijhof: Bosrondjehondjes was een waterkoude weinig inspirerende gebeurtenis.\nGeen wind vandaag is het enige positief vermeldens\xe2\x80\xa6'
1336237913810546688,b'#goedemorgen wat ga jij doen vandaag?? #nl #nieuws #istriahouses.com'
1336237790342868993,"b'Tja, stem strategisch, stem #PVV en voorkom een linkse coalitie. #goedemorgen https://t.co/Hmdath130q'"
1336237392697634816,b'RT @gijs19054075: Tja daarom stem 17 maart #PVV #goedemorgen'
1336235863970357248,b'Bosrondjehondjes was een waterkoude weinig inspirerende gebeurtenis.\nGeen wind vandaag is het enige positief vermel\xe2\x80\xa6 https://t.co/kAccMhpbDp'
1336235516908462082,b'Tja daarom stem 17 maart #PVV #goedemorgen https://t.co/p4WO5K38dY'
1336234764504850433,b'RT @ochtenddeuntjes: #Goedemorgen. Kijk (en luisterT) dit is de bedoeling \xe2\x9d\xa4\xef\xb8\x8f #Spotify https://t.co/xRbTi2ggom #Youtube https://t.co/AThPL8N\xe2\x80\xa6'
1336234060587429895,"b'Ongeveer 2 miljoen Nederlands hebben een betaald abonnement bij een Cloudprovider, volgens het CBS! Bekijk onze web\xe2\x80\xa6 https://t.co/QDST4DjpGq'"
1336233704042221568,"b'G O E I E M O R G E N \xf0\x9f\x98\x83\n\n\xe2\x80\x98Wees zo druk met houden van, met het zien van al het lieve, dat kritiek je niet meer dere\xe2\x80\xa6 https://t.co/P7ng1nJXmC'"
1336233192689430529,"b'He in Curacao mogen ze wel mensen terugsturen naar Venezuela, waarom mogen wij dat niet? #dtv #PVV #VVD #CDA\xe2\x80\xa6 https://t.co/neOIH7Y1FF'"
1336230973843922945,"b'#woningmarkt\nMogguh #goedemorgen #ditismijnzorg #fotografie #foto #photography #Photo \n\n""Renovatie Binnenhof een ha\xe2\x80\xa6 https://t.co/FYspU3XIz6'"
1336230931007463425,b'#Goedemorgen lieve leukerds\n\xe2\x9d\xa4'
1336230544590450689,"b""RT @ErickOverveen: 8 december 2020: \n\n1 week muilkorf-dictatuur\n\nin 'n Nederland dat (letterlijk en figuurlijk) steeds meer GEZICHTSVERLIES\xe2\x80\xa6"""
1336230331305910273,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1336229776139444224,b'#goedemorgen #goedemorgennederland Voor een goed begin van de dag is een positief \xe2\x80\x98geluid\xe2\x80\x99 belangrijk! Volgens onde\xe2\x80\xa6 https://t.co/Z62unNIl47'
1336228122539266048,b'Het eerste wat we vandaag gaan oefenen is beleefd zijn...\n#Goedemorgen\n\n#Feyenoord \n\nhttps://t.co/i5SdK5U5w9'
1336227950744756224,b'Allemaal een hele goede morgen! Ik heb vannacht redelijk goed geslapen! Zullen ze op mijn werk blij mee zijn \xf0\x9f\x98\x81 ik w\xe2\x80\xa6 https://t.co/BN6sGUEYan'
1336226690779975681,"b'Als thuis komiek \xf0\x9f\xa4\xa1 ben ik blij met mijn publiek, ze zit altijd vooraan en lacht als geen ander #dolledinsdag #goedemorgen \xf0\x9f\x8c\xba\xf0\x9f\x8d\x80'"
1336225277266063362,b'#Goedemorgen een typisch Hollands landschap. https://t.co/qcNux66wax'
1336223678523174914,b'Ik lees op de balk die onder #wnl uitzending loopt dat plastisch chirurgen een waarschuwing op de Advocado willen v\xe2\x80\xa6 https://t.co/wpajpLYWrM'
